800940,Unnao (NPP),816,156,9
800941,Gangaghat (NPP),816,156,9
800942,Purwa (NP),817,156,9
800943,Maurawan (NP),817,156,9
800944,Bighapur (NP),818,156,9
800945,Bhagwant Nagar (NP),818,156,9
800946,Malihabad (NP),819,157,9
800947,Mahona (NP),820,157,9
800948,Itaunja (NP),820,157,9
800949,Bakshi Ka Talab (NP),820,157,9
800950,Kakori (NP),821,157,9
800951,Lucknow (M Corp.),821,157,9
800952,Lucknow (CB),821,157,9
800953,Gosainganj (NP),822,157,9
800954,Amethi (NP),822,157,9
800955,Nagram (NP),822,157,9
800956,Bachhrawan (NP),823,158,9
800957,Maharajganj (NP),823,158,9
800958,Jais (NPP),824,158,9
800959,Rae Bareli (NPP),825,158,9
800960,Lalganj (NP),826,158,9
800961,Dalmau (NP),827,158,9
800962,Unchahar (NP),828,158,9
800963,Parsadepur (NP),829,158,9
800964,Salon (NP),829,158,9
800965,Kampil (NP),830,159,9
800966,Kaimganj (NPP),830,159,9
800967,Shamsabad (NP),830,159,9
800968,Farrukhabad-cum-Fatehgarh (NPP),832,159,9
800969,Fatehgarh (CB),832,159,9
800970,Mohammadabad (NP),832,159,9
800971,Kamalganj (NP),832,159,9
800972,Samdhan (NP),833,160,9
800973,Gursahaiganj (NPP),833,160,9
800974,Sikanderpur (NP),833,160,9
800975,Chhibramau (NPP),833,160,9
800976,Saurikh (NP),833,160,9
800977,Talgram (NP),833,160,9
800978,Kannauj (NPP),834,160,9
800979,Tirwaganj (NP),835,160,9
800980,Jaswantnagar (NPP),836,161,9
800981,Etawah (NPP),838,161,9
800982,Ekdil (NP),838,161,9
800983,Bharthana (NPP),839,161,9
800984,Bakewar (NP),839,161,9
800985,Lakhna (NP),839,161,9
800986,Bidhuna (NP),841,162,9
800987,Achhalda (NP),841,162,9
800988,Babarpur Ajitmal (NP),842,162,9
800989,Atasu (NP),842,162,9
800990,Phaphund (NP),842,162,9
800991,Dibiyapur (NP),842,162,9
800992,Auraiya (NPP),842,162,9
800994,Jhinjhak (NP),844,163,9
800995,Derapur (NP),844,163,9
800996,Shivli (NP),845,163,9
800997,Rura (NP),845,163,9
800998,Akbarpur (NP),845,163,9
800999,Amraudha (NP),846,163,9
801000,Pukhrayan (NPP),846,163,9
801001,Sikandra (NP),847,163,9
801002,Bilhaur (NPP),848,164,9
801003,Shivrajpur (NP),848,164,9
801004,Bithoor (NP),849,164,9
801005,Kanpur (M Corp. + OG),849,164,9
801006,Kanpur (CB),849,164,9
801007,Ghatampur (NPP),850,164,9
801008,Rampura (NP),851,165,9
801009,Umri (NP),851,165,9
801010,Madhogarh (NP),851,165,9
801011,Jalaun (NPP),852,165,9
801012,Kalpi (NPP),853,165,9
801013,Kadaura (NP),853,165,9
801014,Orai (NPP + OG),854,165,9
801015,Kotra (NP),854,165,9
801016,Konch (NPP),855,165,9
801017,Nadigaon (NP),855,165,9
801018,Samthar (NPP),856,166,9
801019,Moth (NP),856,166,9
801020,Chirgaon (NPP),856,166,9
801021,Erich (NP),857,166,9
801022,Gursarai (NPP),857,166,9
801023,Garautha (NP),857,166,9
801024,Tondi Fatehpur (NP),858,166,9
801025,Mauranipur (NPP + OG),859,166,9
801026,Ranipur (NP),859,166,9
801027,Kathera (NP),859,166,9
801028,Barua Sagar (NPP),860,166,9
801029,Baragaon (NP),860,166,9
801030,Jhansi (M Corp.),860,166,9
801031,Jhansi (CB),860,166,9
801032,Jhansi Railway Settlement (ITS),860,166,9
801033,Babina (CB),860,166,9
801034,Talbehat (NP),861,167,9
801035,Lalitpur (NPP),862,167,9
801037,Mahroni (NP),863,167,9
801038,Kurara (NP),864,168,9
801039,Hamirpur (NPP),864,168,9
801040,Sumerpur (NP + OG),864,168,9
801041,Gohand (NP),866,168,9
801042,Rath (NPP),865,168,9
801043,Sarila (NP),866,168,9
801044,Maudaha (NPP),867,168,9
801045,Kul Pahar (NP),868,169,9
801046,Kharela (NP),869,169,9
801047,Charkhari (NPP),869,169,9
801048,Mahoba (NPP),870,169,9
801049,Kabrai (NP),870,169,9
801050,Mataundh (NP),871,170,9
801051,Banda (NPP + OG),871,170,9
801052,Tindwari (NP),871,170,9
801053,Baberu (NP),872,170,9
801054,Oran (NP),873,170,9
801055,Bisanda Buzurg (NP),873,170,9
801056,Atarra (NPP),873,170,9
801057,Naraini (NP),874,170,9
801058,Manikpur Sarhat (NP),875,171,9
801059,Chitrakoot Dham (Karwi) (NPP),875,171,9
801060,Rajapur (NP),876,171,9
801061,Kora Jahanabad (NP),877,172,9
801062,Bindki (NPP),877,172,9
801063,Bahuwa (NP),878,172,9
801064,Fatehpur (NPP),878,172,9
801065,Khaga (NP),879,172,9
801066,Kishunpur (NP),879,172,9
801067,Hathgram (NP),879,172,9
801068,Manikpur (NP),881,173,9
801069,Kunda (NP),881,173,9
801070,Antu (NP),882,173,9
801071,Bela Pratapgarh (NPP),882,173,9
801072,Pratapgarh City (NP),882,173,9
801073,Katra Medniganj (NP),882,173,9
801074,Patti (NP),883,173,9
801075,Ajhuwa (NP),885,174,9
801076,Sirathu (NP),885,174,9
801077,Manjhanpur (NP),886,174,9
801078,Karari (NP),886,174,9
801079,Bharwari (NP),887,174,9
801080,Chail (NP),887,174,9
801081,Sarai Aquil (NP),887,174,9
801082,Mau Aima (NP),888,175,9
801083,Lal Gopalganj Nindaura (NP),888,175,9
801084,Jhusi (NP),889,175,9
801085,Phulpur (NP),889,175,9
801086,Allahabad (M Corp. + OG),890,175,9
801087,Allahabad (CB),890,175,9
801088,Shankargarh (NP),891,175,9
801089,Handia (NP),893,175,9
801090,Sirsa (NP),894,175,9
801091,Bharatganj (NP),894,175,9
801092,Koraon (NP),895,175,9
801093,Fatehpur (NP),896,176,9
801094,Ramnagar (NP),897,176,9
801095,Dewa (NP),898,176,9
801096,Nawabganj (NPP + OG),898,176,9
801097,Banki (NP),898,176,9
801098,Satrikh (NP),898,176,9
801099,Zaidpur (NP),898,176,9
801100,Tikait Nagar (NP),899,176,9
801101,Dariyabad (NP),900,176,9
801102,Siddhaur (NP),901,176,9
801103,Haidergarh (NP),901,176,9
801104,Subeha (NP),901,176,9
801105,Rudauli (NPP),902,177,9
801106,Bhadarsa (NP),904,177,9
801107,Faizabad (CB),905,177,9
801108,Faizabad (NPP),905,177,9
801109,Ayodhya (NPP),905,177,9
801111,Bikapur (NP),906,177,9
801112,Iltifatganj Bazar (NP),907,178,9
801114,Ashrafpur Kichhauchha (NP),907,178,9
801115,Jalalpur (NPP),909,178,9
801116,Akbarpur (NPP),910,178,9
801117,Musafirkhana (NP),912,179,9
801119,Sultanpur (NPP),915,179,9
801120,Koeripur (NP),917,179,9
801121,Dostpur (NP),918,179,9
801122,Kadipur (NP),918,179,9
801123,Nanpara (NPP),919,180,9
801124,Risiya Bazar (NP),921,180,9
801125,Bahraich (NPP),921,180,9
801126,Jarwal (NP),922,180,9
801127,Bhinga (NP),923,181,9
801128,Ikauna (NP),924,181,9
801129,Balrampur (NPP + OG),925,182,9
801130,Tulsipur (NP),926,182,9
801131,Pachperwa (NP),926,182,9
801132,Utraula (NPP),927,182,9
801133,Khargupur (NP),928,183,9
801134,Gonda (NPP),928,183,9
801136,Colonelganj (NPP),929,183,9
801138,Mankapur (NP),931,183,9
801139,Barhani Bazar (NP),932,184,9
801140,Shohratgarh (NP),932,184,9
801141,Siddharthnagar (NPP),933,184,9
801142,Uska Bazar (NP),933,184,9
801143,Bansi (NPP),934,184,9
801144,Domariyaganj (NP),936,184,9
801145,Harraiya (NP),938,185,9
801146,Bhabnan Bazar (NP),938,185,9
801147,Basti (NPP),939,185,9
801148,Mehdawal (NP),941,186,9
801149,Khalilabad (NPP),942,186,9
801150,Maghar (NP),942,186,9
801151,Hariharpur (NP),943,186,9
801152,Nautanwa (NPP),944,187,9
801153,Nichlaul (NP),945,187,9
801154,Siswa Bazar (NP),945,187,9
801155,Anandnagar (NP),946,187,9
801156,Ghughuli (NP),947,187,9
801157,Maharajganj (NPP),947,187,9
801158,Pipiganj (NP),948,188,9
801159,Sahjanwan (NP),949,188,9
801160,Gorakhpur (M Corp.),950,188,9
801161,Pipraich (NP),950,188,9
801162,Mundera Bazar (NP),951,188,9
801163,Bansgaon (NP),952,188,9
801164,Gola Bazar (NP),954,188,9
801165,Barhalganj (NP),954,188,9
801166,Khadda (NP),955,189,9
801167,Padrauna (NPP),955,189,9
801168,Ramkola (NP),956,189,9
801169,Kaptanganj (NP),956,189,9
801170,Hata (NP),956,189,9
801171,Kushinagar (NP),957,189,9
801172,Sewarhi (NP),958,189,9
801173,Gauri Bazar (NP),959,190,9
801174,Rampur Karkhana (NP),959,190,9
801175,Deoria (NPP),959,190,9
801176,Rudrapur (NP),960,190,9
801177,Gaura Barhaj (NPP),961,190,9
801178,Bhatni Bazar (NP),962,190,9
801179,Majhauliraj (NP),962,190,9
801180,Salempur (NP),962,190,9
801181,Lar (NP),962,190,9
801182,Bhatpar Rani (NP),963,190,9
801183,Atrauliya (NP),964,191,9
801184,Mahrajganj (NP),965,191,9
801185,Bilariaganj (NP),965,191,9
801186,Jiyanpur (NP),965,191,9
801187,Azmatgarh (NP),965,191,9
801188,Mubarakpur (NPP),966,191,9
801189,Azamgarh (NPP),966,191,9
801190,Nizamabad (NP),967,191,9
801191,Sarai Mir (NP),967,191,9
801193,Katghar Lalganj (NP),969,191,9
801194,Mehnagar (NP),970,191,9
801195,Dohrighat (NP),971,192,9
801196,Amila (NP),971,192,9
801197,Ghosi (NP),971,192,9
801198,Kopaganj (NP),973,192,9
801199,Adari (NP),973,192,9
801200,Maunath Bhanjan (NPP),973,192,9
801201,Muhammadabad (NP),974,192,9
801202,Belthara Road (NP),975,193,9
801204,Rasra (NPP),977,193,9
801205,Chitbara Gaon (NP),978,193,9
801206,Ballia (NPP),978,193,9
801207,Maniyar (NP),979,193,9
801208,Bansdih (NP),979,193,9
801209,Sahatwar (NP),979,193,9
801210,Reoti (NP),979,193,9
801211,Shahganj (NPP),981,194,9
801212,Khetasarai (NP),981,194,9
801213,Mogra Badshahpur (NPP),983,194,9
801214,Machhlishahr (NP),983,194,9
801215,Jaunpur (NPP),984,194,9
801216,Jafarabad (NP),984,194,9
801217,Mariahu (NP),985,194,9
801218,Kerakat (NP),986,194,9
801219,Sadat (NP),987,195,9
801221,Jangipur (NP),989,195,9
801222,Ghazipur (NPP + OG),989,195,9
801223,Bahadurganj (NP),990,195,9
801224,Mohammadabad (NPP),990,195,9
801225,Dildarnagar Fatehpur Bazar (NP),991,195,9
801226,Zamania (NPP),991,195,9
801227,Mughalsarai (NPP),993,196,9
801228,Mughalsarai Railway Settlement (ITS),993,196,9
801229,Chandauli (NP),993,196,9
801230,Saiyad Raza (NP),993,196,9
801231,Chakia (NP),994,196,9
801232,Gangapur (NP),996,197,9
801233,Varanasi (CB),996,197,9
801234,Maruadih Railway Settlement (ITS),996,197,9
801235,Varanasi (M Corp.),996,197,9
801236,Ramnagar (NPP),996,197,9
801237,Suriyawan (NP),997,198,9
801238,Nai Bazar (NP),997,198,9
801239,Bhadohi (NPP),997,198,9
801240,Gyanpur (NP),998,198,9
801241,Gopiganj (NPP),998,198,9
801242,Khamaria (NP),999,198,9
801243,Ghosia Bazar (NP),999,198,9
801244,Mirzapur-cum-Vindhyachal (NPP),1000,199,9
801245,Kachhwa (NP),1000,199,9
801246,Chunar (NPP),1003,199,9
801247,Ahraura (NPP),1003,199,9
801248,Ghorawal (NP),1004,200,9
801249,Sonbhadra (NPP),1005,200,9
801250,Churk Ghurma (NP),1005,200,9
801251,Chopan (NP),1005,200,9
801252,Obra (NP),1005,200,9
801253,Dudhi (NP),1006,200,9
801254,Renukoot (NP + OG),1006,200,9
801255,Hindalco Industries Ltd. (Renukoot) (ITS),1006,200,9
801256,Kanaudia Chamical & Industries Ltd. (Renukoot) (ITS),1006,200,9
801257,Pipri (NP),1006,200,9
801258,Raja Ka Rampur (NP),1007,201,9
801259,Aliganj (NPP),1007,201,9
801260,Jaithara (NP),1007,201,9
801261,Sakit (NP),1008,201,9
801262,Etah (NPP),1008,201,9
801263,Marehra (NPP),1008,201,9
801264,Nidhauli Kalan (NP),1008,201,9
801265,Jalesar (NPP),1009,201,9
801266,Awagarh (NP),1009,201,9
801267,Soron (NPP),1010,202,9
801268,Bilram (NP),1010,202,9
801269,Kasganj (NPP),1010,202,9
801270,Sahawar (NP),1011,202,9
801271,Amanpur (NP),1011,202,9
801272,Mohanpur (NP),1012,202,9
801273,Ganj Dundawara (NPP),1012,202,9
801274,Patiyali (NP),1012,202,9
801275,Sidhpura (NP),1012,202,9
801276,Bhargain (NP),1012,202,9
801278,Narkatiaganj (Nagar Parishad),1017,203,10
801279,Bagaha (Nagar Parishad),1019,203,10
801280,Chanpatia (NP),1025,203,10
801281,Bettiah (Nagar Parishad),1028,203,10
801282,Raxaul Bazar  (Nagar Parishad),1031,204,10
801283,Sugauli (NP),1034,204,10
801284,Dhaka (NP),1039,204,10
801285,Motihari (Nagar Parishad),1041,204,10
801286,Areraj (NP),1045,204,10
801287,Kesaria (NP),1047,204,10
801289,Pakri Dayal (NP),1052,204,10
801290,Madhuban (NP),1055,204,10
801291,Mehsi (NP),1057,204,10
801292,Sheohar (NP),1060,205,10
801293,Bairgania (NP),1063,206,10
801294,Belsand (NP),1072,206,10
801295,Sitamarhi (Nagar Parishad),1074,206,10
801296,Dumra (NP),1074,206,10
801297,Janakpur Road (NP),1077,206,10
801298,Jainagar (NP),1083,207,10
801299,Madhubani (Nagar Parishad),1093,207,10
801300,Jhanjharpur (NP),1097,207,10
801301,Ghoghardiha (NP),1098,207,10
801302,Nirmali (NP),1101,208,10
801303,Birpur (NP),1102,208,10
801304,Supaul (Nagar Parishad),1109,208,10
801305,Jogabani (NP),1113,209,10
801306,Forbesganj (Nagar Parishad),1113,209,10
801307,Araria (Nagar Parishad),1116,209,10
801308,Thakurganj (NP),1123,210,10
801310,Kishanganj (Nagar Parishad),1127,210,10
801311,Banmankhi Bazar (NP),1128,211,10
801312,Purnia (M Corp.),1134,211,10
801313,Kasba (NP),1135,211,10
801314,Katihar (M Corp. + OG),1151,212,10
801315,Manihari (NP),1156,212,10
801316,Madhepura (Nagar Parishad),1161,213,10
801317,Murliganj (NP),1164,213,10
801318,Saharsa (Nagar Parishad),1174,214,10
801319,Darbhanga (M Corp.),1184,215,10
801320,Benipur (Nagar Parishad),1188,215,10
801321,Sahebganj (NP),1199,216,10
801322,Motipur (NP),1200,216,10
801323,Kanti (NP),1204,216,10
801324,Muzaffarpur (M Corp.),1212,216,10
801325,Kataiya (NP),1215,217,10
801327,Gopalganj (Nagar Parishad),1224,217,10
801328,Barauli (NP),1226,217,10
801329,Siwan (Nagar Parishad),1230,218,10
801331,Mairwa (NP),1240,218,10
801332,Revelganj (NP),1257,219,10
801333,Chapra (Nagar Parishad),1258,219,10
801334,Marhaura (NP),1260,219,10
801335,Dighwara (NP),1266,219,10
801336,Sonepur (NP),1267,219,10
801338,Hajipur (Nagar Parishad),1278,220,10
801339,Mahnar Bazar (NP),1283,220,10
801340,Samastipur (Nagar Parishad + OG),1288,221,10
801341,Dalsinghsarai (NP),1297,221,10
801342,Rosera (NP),1300,221,10
801343,Barauni (Nagar Parishad),1311,222,10
801344,Teghra (NP),1311,222,10
801345,Bihat (Nagar Parishad),1312,222,10
801346,Begusarai (M Corp.) ,1314,222,10
801347,Bakhri (NP),1316,222,10
801348,Balia (NP),1319,222,10
801349,Khagaria (Nagar Parishad),1323,223,10
801350,Gogri Jamalpur (NP),1327,223,10
801351,Naugachhia (NP),1332,224,10
801352,Colgong (NP),1336,224,10
801353,Sultanganj (Nagar Parishad),1340,224,10
801354,Bhagalpur (M Corp.),1343,224,10
801355,Amarpur (NP),1346,225,10
801356,Banka (NP),1350,225,10
801357,Munger (M Corp.),1356,226,10
801358,Jamalpur (Nagar Parishad),1358,226,10
801359,Kharagpur (NP),1360,226,10
801360,Barahiya (NP),1365,227,10
801361,Lakhisarai (Nagar Parishad),1368,227,10
801362,Barbigha (NP),1372,228,10
801363,Sheikhpura (Nagar Parishad),1374,228,10
801364,Biharsharif (M Corp.),1386,229,10
801365,Hilsa (Nagar Parishad),1390,229,10
801366,Islampur (NP),1392,229,10
801367,Rajgir (NP),1394,229,10
801368,Silao (NP),1395,229,10
801369,Maner (NP),1398,230,10
801370,Dinapur Nizamat (Nagar Parishad),1399,230,10
801371,Dinapur Cantonment (CB),1399,230,10
801372,Khagaul (Nagar Parishad),1399,230,10
801373,Patna (M Corp. + OG),1400,230,10
801374,Phulwari Sharif (Nagar Parishad),1402,230,10
801375,Bihta (NP),1403,230,10
801376,Naubatpur (NP),1404,230,10
801377,Bikram (NP),1405,230,10
801378,Masaurhi (Nagar Parishad),1408,230,10
801379,Fatwah (NP),1411,230,10
801380,Khusrupur (NP),1413,230,10
801381,Bakhtiarpur (NP),1414,230,10
801382,Barh (Nagar Parishad),1417,230,10
801383,Mokameh (Nagar Parishad),1420,230,10
801385,Arrah (M Corp.),1422,231,10
801386,Koilwar (NP),1424,231,10
801387,Behea (NP),1427,231,10
801388,Jagdishpur (NP),1428,231,10
801389,Piro (NP),1429,231,10
801390,Dumraon (Nagar Parishad),1440,232,10
801391,Buxar (Nagar Parishad),1441,232,10
801392,Bhabua (Nagar Parishad),1453,233,10
801393,Koath (NP),1459,234,10
801394,Bikramganj (NP),1461,234,10
801395,Nasriganj (NP),1463,234,10
801396,Nokha (NP),1466,234,10
801397,Sasaram (Nagar Parishad),1471,234,10
801398,Dehri (Nagar Parishad),1473,234,10
801399,Daudnagar (NP),1476,235,10
801400,Rafiganj (NP),1479,235,10
801401,Aurangabad (Nagar Parishad),1481,235,10
801402,Nabinagar (NP),1483,235,10
801403,Tikari (NP),1488,236,10
801404,Gaya (M Corp. + OG),1495,236,10
801405,Sherghati (NP),1503,236,10
801406,Bodh Gaya (NP),1505,236,10
801407,Nawada (Nagar Parishad),1512,237,10
801408,Warisaliganj (NP),1513,237,10
801409,Hisua (NP),1520,237,10
801410,Rajauli (NP),1524,237,10
801411,Jamui (Nagar Parishad),1527,238,10
801412,Jhajha (NP),1530,238,10
801413,Jehanabad (Nagar Parishad) ,1536,239,10
801414,Makhdumpur (NP),1540,239,10
801415,Arwal (Nagar Parishad),1542,240,10
801416,Mangan (NP),1548,241,11
801417,Gyalshing (NP),1549,242,11
801418,Nayabazar Notified Bazar Area,1550,242,11
801419,Namchi (M Cl),1551,243,11
801420,Jorethang (NP),1551,243,11
801421,Gangtok (M Corp.),1553,244,11
801422,Singtam (NP),1553,244,11
801423,Rangpo (NP),1553,244,11
801424,Tawang (NT),1559,245,12
801425,Dirang (NT),1566,246,12
801426,Bomdila (NT),1569,246,12
801427,Seppa (NT),1584,247,12
801428,Itanagar (NT),1596,248,12
801429,Naharlagun (NT),1597,248,12
801430,Sagalee (NT),1601,248,12
801431,Daporijo (NT),1615,249,12
801432,Aalo (NT),1634,250,12
801433,Basar (NT),1636,250,12
801434,Boleng (NT),1643,251,12
801435,Pasighat (NT),1655,251,12
801436,Yingkiong (NT),1663,252,12
801437,Changlang (NT),1671,253,12
801438,Jairampur (NT),1678,253,12
801439,Miao (NT),1680,253,12
801440,Deomali (NT),1684,254,12
801441,Khonsa (NT),1686,254,12
801442,Longding,1690,254,12
801443,Ziro (NT),1695,255,12
801444,Koloriang (NT),1708,256,12
801445,Anini (NT),1718,257,12
801446,Roing (NT),1724,258,12
801447,Tezu (NT),1729,259,12
801448,Namsai (NT),1732,259,12
801449,Hawai (NT),1743,260,12
801450,Naginimora (TC),1744,261,13
801451,Mon (TC),1748,261,13
801452,Tuli (TC),1760,262,13
801453,Changtongya (TC),1761,262,13
801454,Mokokchung (MC),1766,262,13
801455,Zunheboto (TC),1772,263,13
801456,Wokha (TC),1789,264,13
801457,Dimapur (MC),1796,265,13
801458,Chumukedima (TC),1797,265,13
801459,Medziphema (TC),1799,265,13
801460,Phek (TC),1801,266,13
801461,Pfutsero (TC),1809,266,13
801462,Tuensang (TC),1817,267,13
801463,Longleng (TC),1833,268,13
801464,Kiphire (TC),1837,269,13
801465,Tseminyu (TC),1843,270,13
801466,Kohima (MC),1849,270,13
801467,Jalukie (TC),1852,271,13
801468,Peren (TC),1857,271,13
801469,Nambol (MCI) (Major part),1873,275,14
801470,Oinam (NP),1873,275,14
801471,Bishnupur (MCI),1874,275,14
801472,Ningthoukhong (NP),1874,275,14
801473,Moirang (MCI),1875,275,14
801474,Kwakta (NP),1875,275,14
801475,Kumbi (NP),1875,275,14
801476,Lilong (Thoubal) (NP) (Major part),1876,276,14
801477,Heirok (NP),1877,276,14
801478,Wangjing (NP),1877,276,14
801479,Thoubal (MCI),1877,276,14
801480,Sikhong Sekmai (NP),1877,276,14
801481,Yairipok (NP),1877,276,14
801482,Sugnu (NP),1878,276,14
801483,Kakching Khunou (NP),1878,276,14
801484,Kakching (M Cl),1878,276,14
801485,Lamsang (NP),1879,277,14
801486,Sekmai Bazar (NP),1879,277,14
801487,Imphal (MCI + OG) (Major part),1881,277,14
801488,Samurou (NP) (Minor part),1876,276,14
801489,Mayang Imphal (NP),1882,277,14
801490,Thongkhong Laxmi Bazar (NP),1882,277,14
801491,Wangoi (NP),1882,277,14
801492,Lilong (Imphal West) (NP + OG),1882,277,14
801493,Jiribam (M Cl),1883,278,14
801494,Lamlai (NP),1884,278,14
801495,Andro (NP),1886,278,14
801496,Moreh (ST),1893,280,14
801497,Zawlnuam (NT),1896,281,15
801498,Mamit (NT),1896,281,15
801499,Lengpui (NT),1898,281,15
801500,N. Kawnpui (NT),1899,282,15
801501,Vairengte (NT),1900,282,15
801502,Bairabi (NT),1900,282,15
801503,Kolasib (NT),1900,282,15
801504,Darlawn (NT),1902,283,15
801505,Sairang (NT),1901,283,15
801506,Aizawl (NT),1901,283,15
801507,Saitual (NT),1905,283,15
801508,Khawzawl (NT),1907,284,15
801509,Khawhai (NT),1907,284,15
801510,Champhai (NT),1908,284,15
801511,Biate (NT),1911,284,15
801512,Serchhip (NT),1910,285,15
801513,Thenzawl (NT),1910,285,15
801514,North Vanlaiphai (NT),1911,285,15
801515,Tlabung (NT),1913,286,15
801516,Lunglei (NT),1914,286,15
801517,Hnahthial (NT),1915,286,15
801518,Lawngtlai (NT)            ,1917,287,15
801519,Saiha (NT),1921,288,15
801520,Khowai (NP),99999,289,16
801521,Teliamura (NP),99999,289,16
801522,Ranirbazar (NP),99999,289,16
801523,Agartala (M Cl),99999,289,16
801524,Bishalgarh (NP),99999,289,16
801525,Sonamura (NP),99999,289,16
801526,Udaipur (NP),99999,290,16
801528,Santir Bazar (NP),99999,290,16
801529,Belonia (NP),99999,290,16
801530,Sabroom (NP),99999,290,16
801531,Kamalpur (NP),99999,291,16
801532,Ambassa (NP),99999,291,16
801533,Kailasahar (NP),99999,292,16
801534,Dharmanagar (NP),99999,292,16
801535,Kumarghat (NP),99999,292,16
801536,Tura (M),1965,293,17
801537,Resubelpara (MB),1970,294,17
801538,Williamnagar (MB),1974,294,17
801539,Baghmara (MB),1977,295,17
801540,Nongstoin (TC),1980,296,17
801541,Mairang (TC),1982,296,17
801542,Nongpoh (TC),1985,297,17
801543,Shillong (CB),1989,298,17
801544,Shillong (MB),1989,298,17
801545,Jowai (M),1996,299,17
801546,Gossaigaon (TC),2001,300,18
801547,Kokrajhar (MB),2004,300,18
801548,Gauripur (TC),2008,301,18
801549,Dhubri (MB),2008,301,18
801550,Sapatgram (TC),2005,301,18
801551,Bilasipara (TC),2009,301,18
801552,Chapar (TC),2010,301,18
801553,Lakhipur (TC),2013,302,18
801554,Goalpara (MB),2014,302,18
801555,Barpeta Road (MB),2018,303,18
801556,Sarbhog (TC),2018,303,18
801557,Barpeta (MB),2022,303,18
801558,Howli (TC),2022,303,18
801559,Sarthebari (TC),2023,303,18
801560,Pathsala (TC),2024,303,18
801561,Marigaon (MB),2029,304,18
801562,Dhing (TC),2034,305,18
801563,Nagaon (MB + OG),2035,305,18
801564,Raha (TC),2036,305,18
801565,Kampur Town (TC),2037,305,18
801566,Hojai (MB),2038,305,18
801567,Doboka (TC),2039,305,18
801568,Lumding (MB),2040,305,18
801569,Lanka (MB),2040,305,18
801570,Dhekiajuli (MB),2041,306,18
801571,Rangapara (TC),2042,306,18
801572,Tezpur (MB + OG),2043,306,18
801573,Biswanath Chariali (TC),2045,306,18
801574,Gohpur (TC) (Part),2046,306,18
801575,Narayanpur (TC),2048,307,18
801576,Bihpuria (TC),2049,307,18
801577,North Lakhimpur (MB),2052,307,18
801578,Dhakuakhana (TC),2053,307,18
801579,Dhemaji (TC),2055,308,18
801580,Silapathar (TC),2056,308,18
801581,Doom Dooma (TC),2060,309,18
801582,Makum (TC),2060,309,18
801583,Tinsukia (MB + OG),2061,309,18
801584,Digboi (TC),2062,309,18
801585,Margherita (TC),2062,309,18
801586,Dibrugarh (MB + OG) (Part),2063,310,18
801587,Chabua (TC),2065,310,18
801588,Naharkatiya (TC),2069,310,18
801589,Sibsagar (MB),2071,311,18
801590,Amguri (MB),2072,311,18
801591,Nazira (MB),2073,311,18
801592,Simaluguri (TC),2073,311,18
801593,Sonari (MB),2074,311,18
801594,Moranhat (TC),2075,311,18
801595,Jorhat (MB + OG) (Part),2077,312,18
801596,Teok (TC) ,2079,312,18
801597,Titabor Town (TC),2080,312,18
801598,Mariani (TC),2081,312,18
801599,Bokakhat (TC),2082,313,18
801600,Dergaon (MB),2084,313,18
801601,Golaghat (MB),2085,313,18
801602,Sarupathar (TC),2087,313,18
801603,Barpathar (TC),2087,313,18
801604,Hamren (TC),2088,314,18
801605,Donkamokam (TC),2088,314,18
801606,Diphu (TC),2089,314,18
801607,Bokajan (TC),2089,314,18
801608,Howraghat (TC),2090,314,18
801609,Dokmoka (TC),2090,314,18
801610,Umrangso (TC),2092,315,18
801611,Haflong (TC),2093,315,18
801612,Mahur (TC),2094,315,18
801613,Maibong (TC),2095,315,18
801614,Silchar (MB + OG),2097,316,18
801615,Lakhipur (MB),2100,316,18
801616,Karimganj (MB),2101,317,18
801617,Badarpur (TC),2102,317,18
801618,Hailakandi (MB),2107,318,18
801619,Lala (TC),2108,318,18
801620,Bongaigaon (MB),2110,319,18
801621,Abhayapuri (TC),2112,319,18
801622,Basugaon (TC),2004,320,18
801623,Bijni (TC),2115,320,18
801624,Rangia (MB),2116,321,18
801625,Palasbari (MB),2125,321,18
801626,North Guwahati (TC),2126,322,18
801627,Guwahati (M Corp.) (Part),2128,322,18
801628,Tihu (TC),2132,323,18
801629,Nalbari (MB),2136,323,18
801630,Mangaldoi (MB),2148,325,18
801631,Kharupatia (TC),2149,325,18
801632,Tangla (TC),2151,326,18
801633,Udalguri (TC),2152,326,18
801634,Darjiling (M),99999,327,19
801635,Kalimpong (M),99999,327,19
801636,Mirik (NA),99999,327,19
801637,Kurseong (M),99999,327,19
801638,Siliguri (M Corp.) (Part),99999,327,19
801639,Mal (M),99999,328,19
801640,Jalpaiguri (M),99999,328,19
801641,Dhupguri (M),99999,328,19
801642,Alipurduar (M),99999,328,19
801643,Haldibari (M),99999,329,19
801644,Mekliganj (M),99999,329,19
801645,Mathabhanga (M),99999,329,19
801646,Koch Bihar (M),99999,329,19
801647,Tufanganj (M),99999,329,19
801648,Dinhata (M),99999,329,19
801649,Islampur (M),99999,330,19
801650,Dalkhola (M),99999,330,19
801651,Raiganj (M),99999,330,19
801652,Kaliaganj (M),99999,330,19
801653,Gangarampur (M),99999,331,19
801654,Balurghat (M + OG),99999,331,19
801655,Old Malda (M),99999,332,19
801656,English Bazar (M),99999,332,19
801657,Dhulian (M),99999,333,19
801658,Jangipur (M),99999,333,19
801659,Jiaganj-Azimganj (M),99999,333,19
801660,Murshidabad (M),99999,333,19
